"run","randomSeed","NumIteraciones","ProbRS","Dimensiones","EsfuerzoMax"
305,1279104676,20000,2700,20,20
307,1279104836,20000,2900,20,20
309,1279105005,20000,3100,20,20
311,1279105171,20000,3300,20,20
313,1279105354,20000,3500,20,20
315,1279105524,20000,3700,20,20
317,1279105702,20000,3900,20,20
319,1279105876,20000,4100,20,20
321,1279106058,20000,4300,20,20
323,1279106241,20000,4500,20,20
325,1279106413,20000,4700,20,20
327,1279106577,20000,4900,20,20
329,1279106752,20000,1000,20,10
331,1279106888,20000,1200,20,20
333,1279107067,20000,1400,20,20
335,1279107237,20000,1600,20,20
337,1279107402,20000,1800,20,20
339,1279107563,20000,2000,20,20
341,1279107732,20000,2200,20,20
343,1279107894,20000,2400,20,20
345,1279108061,20000,2600,20,20
347,1279108239,20000,2800,20,20
349,1279108411,20000,3000,20,20
351,1279108586,20000,3200,20,20
353,1279108764,20000,3400,20,20
355,1279108945,20000,3600,20,20
357,1279109125,20000,3800,20,20
359,1279109297,20000,4000,20,20
361,1279109476,20000,4200,20,20
363,1279109650,20000,4400,20,20
365,1279109806,20000,4600,20,20
367,1279110005,20000,4800,20,20
369,1279110178,20000,5000,20,20
371,1279110353,20000,1100,20,20
373,1279110525,20000,1300,20,20
375,1279110694,20000,1500,20,20
377,1279110851,20000,1700,20,20
379,1279111024,20000,1900,20,20
381,1279111188,20000,2100,20,20
383,1279111342,20000,2300,20,20
385,1279111521,20000,2500,20,20
387,1279111680,20000,2700,20,20
389,1279111852,20000,2900,20,20
391,1279112034,20000,3100,20,20
393,1279112206,20000,3300,20,20
395,1279112373,20000,3500,20,20
397,1279112551,20000,3700,20,20
399,1279112725,20000,3900,20,20
401,1279112904,20000,4100,20,20
403,1279113077,20000,4300,20,20
405,1279113241,20000,4500,20,20
407,1279113422,20000,4700,20,20
409,1279113635,20000,4900,20,20
2,1279077977,20000,1100,20,20
4,1279078586,20000,1300,20,20
6,1279079000,20000,1500,20,20
8,1279079402,20000,1700,20,20
10,1279079727,20000,1900,20,20
12,1279079890,20000,2100,20,20
14,1279080057,20000,2300,20,20
16,1279080221,20000,2500,20,20
18,1279080384,20000,2700,20,20
20,1279080560,20000,2900,20,20
22,1279080721,20000,3100,20,20
24,1279080899,20000,3300,20,20
26,1279081066,20000,3500,20,20
28,1279081233,20000,3700,20,20
30,1279081398,20000,3900,20,20
32,1279081575,20000,4100,20,20
34,1279081748,20000,4300,20,20
36,1279081915,20000,4500,20,20
38,1279082094,20000,4700,20,20
40,1279082271,20000,4900,20,20
42,1279082451,20000,1000,20,10
44,1279082582,20000,1200,20,20
46,1279082740,20000,1400,20,20
48,1279082896,20000,1600,20,20
50,1279083064,20000,1800,20,20
52,1279083228,20000,2000,20,20
54,1279083400,20000,2200,20,20
56,1279083561,20000,2400,20,20
58,1279083718,20000,2600,20,20
60,1279083876,20000,2800,20,20
62,1279084041,20000,3000,20,20
64,1279084213,20000,3200,20,20
66,1279084395,20000,3400,20,20
68,1279084569,20000,3600,20,20
70,1279084740,20000,3800,20,20
72,1279084901,20000,4000,20,20
74,1279085062,20000,4200,20,20
76,1279085239,20000,4400,20,20
78,1279085403,20000,4600,20,20
80,1279085581,20000,4800,20,20
82,1279085754,20000,5000,20,20
84,1279085927,20000,1100,20,20
86,1279086084,20000,1300,20,20
88,1279086249,20000,1500,20,20
90,1279086419,20000,1700,20,20
92,1279086593,20000,1900,20,20
94,1279086757,20000,2100,20,20
96,1279086909,20000,2300,20,20
98,1279087071,20000,2500,20,20
100,1279087229,20000,2700,20,20
102,1279087393,20000,2900,20,20
104,1279087566,20000,3100,20,20
106,1279087732,20000,3300,20,20
108,1279087939,20000,3500,20,20
110,1279088101,20000,3700,20,20
112,1279088257,20000,3900,20,20
114,1279088442,20000,4100,20,20
116,1279088614,20000,4300,20,20
118,1279088783,20000,4500,20,20
120,1279088949,20000,4700,20,20
122,1279089113,20000,4900,20,20
124,1279089271,20000,1000,20,10
126,1279089405,20000,1200,20,20
128,1279089570,20000,1400,20,20
130,1279089736,20000,1600,20,20
132,1279089895,20000,1800,20,20
134,1279090068,20000,2000,20,20
136,1279090233,20000,2200,20,20
138,1279090411,20000,2400,20,20
140,1279090576,20000,2600,20,20
142,1279090760,20000,2800,20,20
144,1279090933,20000,3000,20,20
146,1279091099,20000,3200,20,20
148,1279091265,20000,3400,20,20
150,1279091442,20000,3600,20,20
152,1279091604,20000,3800,20,20
154,1279091764,20000,4000,20,20
156,1279091938,20000,4200,20,20
158,1279092107,20000,4400,20,20
160,1279092275,20000,4600,20,20
162,1279092465,20000,4800,20,20
164,1279092628,20000,5000,20,20
166,1279092797,20000,1100,20,20
168,1279092959,20000,1300,20,20
170,1279093116,20000,1500,20,20
172,1279093289,20000,1700,20,20
174,1279093452,20000,1900,20,20
176,1279093616,20000,2100,20,20
178,1279093804,20000,2300,20,20
180,1279093974,20000,2500,20,20
182,1279094128,20000,2700,20,20
184,1279094288,20000,2900,20,20
186,1279094457,20000,3100,20,20
188,1279094631,20000,3300,20,20
190,1279094814,20000,3500,20,20
192,1279094978,20000,3700,20,20
194,1279095141,20000,3900,20,20
196,1279095307,20000,4100,20,20
198,1279095478,20000,4300,20,20
200,1279095654,20000,4500,20,20
202,1279095820,20000,4700,20,20
204,1279095997,20000,4900,20,20
206,1279096164,20000,1000,20,10
208,1279096290,20000,1200,20,20
210,1279096438,20000,1400,20,20
212,1279096594,20000,1600,20,20
214,1279096764,20000,1800,20,20
216,1279096921,20000,2000,20,20
218,1279097103,20000,2200,20,20
220,1279097271,20000,2400,20,20
222,1279097433,20000,2600,20,20
224,1279097589,20000,2800,20,20
226,1279097763,20000,3000,20,20
228,1279097928,20000,3200,20,20
230,1279098106,20000,3400,20,20
232,1279098274,20000,3600,20,20
234,1279098445,20000,3800,20,20
236,1279098622,20000,4000,20,20
238,1279098802,20000,4200,20,20
240,1279098976,20000,4400,20,20
242,1279099176,20000,4600,20,20
244,1279099339,20000,4800,20,20
246,1279099528,20000,5000,20,20
248,1279099694,20000,1100,20,20
250,1279099874,20000,1300,20,20
252,1279100033,20000,1500,20,20
254,1279100184,20000,1700,20,20
256,1279100352,20000,1900,20,20
258,1279100526,20000,2100,20,20
260,1279100693,20000,2300,20,20
262,1279100889,20000,2500,20,20
264,1279101063,20000,2700,20,20
266,1279101224,20000,2900,20,20
268,1279101401,20000,3100,20,20
270,1279101573,20000,3300,20,20
272,1279101749,20000,3500,20,20
274,1279101915,20000,3700,20,20
276,1279102088,20000,3900,20,20
278,1279102250,20000,4100,20,20
280,1279102415,20000,4300,20,20
282,1279102602,20000,4500,20,20
284,1279102778,20000,4700,20,20
286,1279102948,20000,4900,20,20
288,1279103135,20000,1000,20,10
290,1279103286,20000,1200,20,20
292,1279103486,20000,1400,20,20
294,1279103646,20000,1600,20,20
296,1279103807,20000,1800,20,20
298,1279103985,20000,2000,20,20
300,1279104146,20000,2200,20,20
302,1279104302,20000,2400,20,20
304,1279104482,20000,2600,20,20
306,1279104637,20000,2800,20,20
308,1279104805,20000,3000,20,20
310,1279104964,20000,3200,20,20
312,1279105128,20000,3400,20,20
314,1279105307,20000,3600,20,20
316,1279105478,20000,3800,20,20
318,1279105656,20000,4000,20,20
320,1279105837,20000,4200,20,20
322,1279106011,20000,4400,20,20
324,1279106180,20000,4600,20,20
326,1279106354,20000,4800,20,20
328,1279106526,20000,5000,20,20
330,1279106711,20000,1100,20,20
332,1279106880,20000,1300,20,20
334,1279107047,20000,1500,20,20
336,1279107205,20000,1700,20,20
338,1279107364,20000,1900,20,20
340,1279107528,20000,2100,20,20
342,1279107693,20000,2300,20,20
344,1279107858,20000,2500,20,20
346,1279108023,20000,2700,20,20
348,1279108199,20000,2900,20,20
350,1279108365,20000,3100,20,20
352,1279108541,20000,3300,20,20
354,1279108713,20000,3500,20,20
356,1279108887,20000,3700,20,20
358,1279109066,20000,3900,20,20
360,1279109260,20000,4100,20,20
362,1279109431,20000,4300,20,20
364,1279109604,20000,4500,20,20
366,1279109775,20000,4700,20,20
368,1279109961,20000,4900,20,20
370,1279110128,20000,1000,20,10
372,1279110250,20000,1200,20,20
374,1279110429,20000,1400,20,20
376,1279110602,20000,1600,20,20
378,1279110762,20000,1800,20,20
380,1279110928,20000,2000,20,20
382,1279111097,20000,2200,20,20
384,1279111268,20000,2400,20,20
386,1279111459,20000,2600,20,20
388,1279111646,20000,2800,20,20
390,1279111812,20000,3000,20,20
392,1279111980,20000,3200,20,20
394,1279112171,20000,3400,20,20
396,1279112347,20000,3600,20,20
398,1279112521,20000,3800,20,20
400,1279112692,20000,4000,20,20
402,1279112865,20000,4200,20,20
404,1279113033,20000,4400,20,20
406,1279113201,20000,4600,20,20
408,1279113388,20000,4800,20,20
410,1279113592,20000,5000,20,20
