"tick","run","random_seed","req","req_KB"
5494.0,259,1279100776,57,0
1.0,261,1279100946,400,400
5297.0,261,1279100946,54,0
1.0,263,1279101114,400,400
5299.0,263,1279101114,41,0
1.0,265,1279101278,400,400
5299.0,265,1279101278,37,0
1.0,267,1279101439,400,400
5227.0,267,1279101439,37,0
1.0,269,1279101620,400,400
5093.0,269,1279101620,35,0
1.0,271,1279101777,400,400
5251.0,271,1279101777,27,0
1.0,273,1279101937,400,400
5074.0,273,1279101937,24,0
1.0,275,1279102110,400,400
5284.0,275,1279102110,24,0
1.0,277,1279102278,400,400
5086.0,277,1279102278,22,0
1.0,279,1279102454,400,400
5204.0,279,1279102454,22,0
1.0,281,1279102636,400,400
5191.0,281,1279102636,28,0
1.0,283,1279102818,400,400
4950.0,283,1279102818,23,0
1.0,285,1279102985,400,400
5254.0,285,1279102985,25,0
1.0,287,1279103159,400,400
4972.0,287,1279103159,15,0
1.0,289,1279103353,400,400
6213.0,289,1279103353,102,0
1.0,291,1279103541,400,400
5545.0,291,1279103541,88,0
1.0,293,1279103692,400,400
5593.0,293,1279103692,83,0
1.0,295,1279103847,400,400
5583.0,295,1279103847,74,0
1.0,297,1279104013,400,400
5477.0,297,1279104013,76,0
1.0,299,1279104174,400,400
5656.0,299,1279104174,63,0
1.0,301,1279104337,400,400
5341.0,301,1279104337,53,0
1.0,303,1279104505,400,400
5322.0,303,1279104505,43,0
1.0,305,1279104676,400,400
5362.0,305,1279104676,42,0
1.0,307,1279104836,400,400
5287.0,307,1279104836,44,0
1.0,309,1279105005,400,400
5439.0,309,1279105005,41,0
1.0,311,1279105171,400,400
5549.0,311,1279105171,37,0
1.0,313,1279105354,400,400
5203.0,313,1279105354,27,0
1.0,315,1279105524,400,400
5300.0,315,1279105524,30,0
1.0,317,1279105702,400,400
5216.0,317,1279105702,25,0
1.0,319,1279105876,400,400
5114.0,319,1279105876,24,0
1.0,321,1279106058,400,400
5243.0,321,1279106058,25,0
1.0,323,1279106241,400,400
5074.0,323,1279106241,28,0
1.0,325,1279106413,400,400
5071.0,325,1279106413,22,0
1.0,327,1279106577,400,400
4932.0,327,1279106577,21,0
1.0,329,1279106752,400,400
4275.0,329,1279106752,77,0
1.0,331,1279106888,400,400
5985.0,331,1279106888,99,0
1.0,333,1279107067,400,400
5922.0,333,1279107067,80,0
1.0,335,1279107237,400,400
5752.0,335,1279107237,79,0
1.0,337,1279107402,400,400
5482.0,337,1279107402,66,0
1.0,339,1279107563,400,400
5428.0,339,1279107563,63,0
1.0,341,1279107732,400,400
5478.0,341,1279107732,55,0
1.0,343,1279107894,400,400
5295.0,343,1279107894,44,0
1.0,345,1279108061,400,400
5420.0,345,1279108061,52,0
1.0,347,1279108239,400,400
5281.0,347,1279108239,33,0
1.0,349,1279108411,400,400
5468.0,349,1279108411,40,0
1.0,351,1279108586,400,400
5360.0,351,1279108586,34,0
1.0,353,1279108764,400,400
5216.0,353,1279108764,33,0
1.0,355,1279108945,400,400
5314.0,355,1279108945,26,0
1.0,357,1279109125,400,400
5152.0,357,1279109125,33,0
1.0,359,1279109297,400,400
5257.0,359,1279109297,28,0
1.0,361,1279109476,400,400
5048.0,361,1279109476,23,0
1.0,363,1279109650,400,400
5062.0,363,1279109650,23,0
1.0,365,1279109806,400,400
5222.0,365,1279109806,19,0
1.0,367,1279110005,400,400
5143.0,367,1279110005,29,0
1.0,369,1279110178,400,400
5066.0,369,1279110178,23,0
1.0,371,1279110353,400,400
6200.0,371,1279110353,109,0
1.0,373,1279110525,400,400
5997.0,373,1279110525,93,0
1.0,375,1279110694,400,400
5725.0,375,1279110694,83,0
1.0,377,1279110851,400,400
5612.0,377,1279110851,63,0
1.0,379,1279111024,400,400
5271.0,379,1279111024,57,0
1.0,381,1279111188,400,400
5364.0,381,1279111188,60,0
1.0,383,1279111342,400,400
5315.0,383,1279111342,58,0
1.0,385,1279111521,400,400
5207.0,385,1279111521,50,0
1.0,387,1279111680,400,400
5426.0,387,1279111680,46,0
1.0,389,1279111852,400,400
5193.0,389,1279111852,29,0
1.0,391,1279112034,400,400
5039.0,391,1279112034,31,0
1.0,393,1279112206,400,400
5393.0,393,1279112206,31,0
1.0,395,1279112373,400,400
5423.0,395,1279112373,41,0
1.0,397,1279112551,400,400
5212.0,397,1279112551,22,0
1.0,399,1279112725,400,400
5240.0,399,1279112725,26,0
1.0,401,1279112904,400,400
5268.0,401,1279112904,26,0
1.0,403,1279113077,400,400
5185.0,403,1279113077,22,0
1.0,405,1279113241,400,400
5171.0,405,1279113241,27,0
1.0,407,1279113422,400,400
5199.0,407,1279113422,24,0
1.0,409,1279113635,400,400
5002.0,409,1279113635,19,0
1.0,2,1279077977,400,400
6307.0,2,1279077977,101,0
1.0,4,1279078586,400,400
5972.0,4,1279078586,95,0
1.0,6,1279079000,400,400
5701.0,6,1279079000,84,0
1.0,8,1279079402,400,400
5559.0,8,1279079402,70,0
1.0,10,1279079727,400,400
5615.0,10,1279079727,61,0
1.0,12,1279079890,400,400
5532.0,12,1279079890,66,0
1.0,14,1279080057,400,400
5489.0,14,1279080057,53,0
1.0,16,1279080221,400,400
5181.0,16,1279080221,41,0
1.0,18,1279080384,400,400
5505.0,18,1279080384,41,0
1.0,20,1279080560,400,400
5443.0,20,1279080560,43,0
1.0,22,1279080721,400,400
5252.0,22,1279080721,37,0
1.0,24,1279080899,400,400
5376.0,24,1279080899,42,0
1.0,26,1279081066,400,400
5224.0,26,1279081066,32,0
1.0,28,1279081233,400,400
5206.0,28,1279081233,25,0
1.0,30,1279081398,400,400
5312.0,30,1279081398,30,0
1.0,32,1279081575,400,400
5127.0,32,1279081575,21,0
1.0,34,1279081748,400,400
5112.0,34,1279081748,27,0
1.0,36,1279081915,400,400
5242.0,36,1279081915,18,0
1.0,38,1279082094,400,400
5303.0,38,1279082094,21,0
1.0,40,1279082271,400,400
5097.0,40,1279082271,16,0
1.0,42,1279082451,400,400
4039.0,42,1279082451,89,0
1.0,44,1279082582,400,400
5907.0,44,1279082582,102,0
1.0,46,1279082740,400,400
5774.0,46,1279082740,75,0
1.0,48,1279082896,400,400
5842.0,48,1279082896,76,0
1.0,50,1279083064,400,400
5599.0,50,1279083064,62,0
1.0,52,1279083228,400,400
5532.0,52,1279083228,54,0
1.0,54,1279083400,400,400
5279.0,54,1279083400,44,0
1.0,56,1279083561,400,400
5273.0,56,1279083561,44,0
1.0,58,1279083718,400,400
5378.0,58,1279083718,39,0
1.0,60,1279083876,400,400
5301.0,60,1279083876,39,0
1.0,62,1279084041,400,400
5409.0,62,1279084041,35,0
1.0,64,1279084213,400,400
5495.0,64,1279084213,36,0
1.0,66,1279084395,400,400
5300.0,66,1279084395,33,0
1.0,68,1279084569,400,400
5334.0,68,1279084569,24,0
1.0,70,1279084740,400,400
5130.0,70,1279084740,30,0
1.0,72,1279084901,400,400
5039.0,72,1279084901,34,0
1.0,74,1279085062,400,400
5399.0,74,1279085062,29,0
1.0,76,1279085239,400,400
5279.0,76,1279085239,19,0
1.0,78,1279085403,400,400
5159.0,78,1279085403,26,0
1.0,80,1279085581,400,400
5124.0,80,1279085581,20,0
1.0,82,1279085754,400,400
5221.0,82,1279085754,17,0
1.0,84,1279085927,400,400
5936.0,84,1279085927,93,0
1.0,86,1279086084,400,400
5926.0,86,1279086084,91,0
1.0,88,1279086249,400,400
5861.0,88,1279086249,77,0
1.0,90,1279086419,400,400
5579.0,90,1279086419,62,0
1.0,92,1279086593,400,400
5402.0,92,1279086593,56,0
1.0,94,1279086757,400,400
5315.0,94,1279086757,62,0
1.0,96,1279086909,400,400
5556.0,96,1279086909,60,0
1.0,98,1279087071,400,400
5560.0,98,1279087071,45,0
1.0,100,1279087229,400,400
5354.0,100,1279087229,44,0
1.0,102,1279087393,400,400
5265.0,102,1279087393,42,0
1.0,104,1279087566,400,400
5213.0,104,1279087566,39,0
1.0,106,1279087732,400,400
5491.0,106,1279087732,38,0
1.0,108,1279087939,400,400
5174.0,108,1279087939,38,0
1.0,110,1279088101,400,400
5120.0,110,1279088101,32,0
1.0,112,1279088257,400,400
5229.0,112,1279088257,29,0
1.0,114,1279088442,400,400
5236.0,114,1279088442,24,0
1.0,116,1279088614,400,400
5273.0,116,1279088614,24,0
1.0,118,1279088783,400,400
4885.0,118,1279088783,23,0
1.0,120,1279088949,400,400
4955.0,120,1279088949,25,0
1.0,122,1279089113,400,400
4990.0,122,1279089113,22,0
1.0,124,1279089271,400,400
4229.0,124,1279089271,95,0
1.0,126,1279089405,400,400
6073.0,126,1279089405,106,0
1.0,128,1279089570,400,400
5649.0,128,1279089570,80,0
1.0,130,1279089736,400,400
5757.0,130,1279089736,76,0
1.0,132,1279089895,400,400
5559.0,132,1279089895,66,0
1.0,134,1279090068,400,400
5515.0,134,1279090068,59,0
1.0,136,1279090233,400,400
5507.0,136,1279090233,58,0
1.0,138,1279090411,400,400
5416.0,138,1279090411,47,0
1.0,140,1279090576,400,400
5446.0,140,1279090576,39,0
1.0,142,1279090760,400,400
5127.0,142,1279090760,39,0
1.0,144,1279090933,400,400
5278.0,144,1279090933,36,0
1.0,146,1279091099,400,400
5211.0,146,1279091099,36,0
1.0,148,1279091265,400,400
5335.0,148,1279091265,34,0
1.0,150,1279091442,400,400
5363.0,150,1279091442,32,0
1.0,152,1279091604,400,400
5144.0,152,1279091604,37,0
1.0,154,1279091764,400,400
5246.0,154,1279091764,21,0
1.0,156,1279091938,400,400
5427.0,156,1279091938,28,0
1.0,158,1279092107,400,400
5322.0,158,1279092107,25,0
1.0,160,1279092275,400,400
4993.0,160,1279092275,22,0
1.0,162,1279092465,400,400
5166.0,162,1279092465,25,0
1.0,164,1279092628,400,400
5281.0,164,1279092628,19,0
1.0,166,1279092797,400,400
6254.0,166,1279092797,102,0
1.0,168,1279092959,400,400
5742.0,168,1279092959,87,0
1.0,170,1279093116,400,400
5974.0,170,1279093116,78,0
1.0,172,1279093289,400,400
5722.0,172,1279093289,75,0
1.0,174,1279093452,400,400
5272.0,174,1279093452,71,0
1.0,176,1279093616,400,400
5474.0,176,1279093616,58,0
1.0,178,1279093804,400,400
5457.0,178,1279093804,50,0
1.0,180,1279093974,400,400
5310.0,180,1279093974,49,0
1.0,182,1279094128,400,400
5338.0,182,1279094128,40,0
1.0,184,1279094288,400,400
5358.0,184,1279094288,28,0
1.0,186,1279094457,400,400
5318.0,186,1279094457,41,0
1.0,188,1279094631,400,400
5332.0,188,1279094631,37,0
1.0,190,1279094814,400,400
5321.0,190,1279094814,35,0
1.0,192,1279094978,400,400
5184.0,192,1279094978,32,0
1.0,194,1279095141,400,400
4941.0,194,1279095141,31,0
1.0,196,1279095307,400,400
5140.0,196,1279095307,28,0
1.0,198,1279095478,400,400
5155.0,198,1279095478,31,0
1.0,200,1279095654,400,400
5233.0,200,1279095654,24,0
1.0,202,1279095820,400,400
4947.0,202,1279095820,27,0
1.0,204,1279095997,400,400
5006.0,204,1279095997,27,0
1.0,206,1279096164,400,400
4077.0,206,1279096164,90,0
1.0,208,1279096290,400,400
5834.0,208,1279096290,106,0
1.0,210,1279096438,400,400
5502.0,210,1279096438,79,0
1.0,212,1279096594,400,400
5774.0,212,1279096594,67,0
1.0,214,1279096764,400,400
5664.0,214,1279096764,63,0
1.0,216,1279096921,400,400
5363.0,216,1279096921,59,0
1.0,218,1279097103,400,400
5460.0,218,1279097103,56,0
1.0,220,1279097271,400,400
5389.0,220,1279097271,46,0
1.0,222,1279097433,400,400
5149.0,222,1279097433,41,0
1.0,224,1279097589,400,400
5353.0,224,1279097589,33,0
1.0,226,1279097763,400,400
5480.0,226,1279097763,38,0
1.0,228,1279097928,400,400
5280.0,228,1279097928,22,0
1.0,230,1279098106,400,400
5134.0,230,1279098106,36,0
1.0,232,1279098274,400,400
5190.0,232,1279098274,23,0
1.0,234,1279098445,400,400
5379.0,234,1279098445,31,0
1.0,236,1279098622,400,400
5342.0,236,1279098622,34,0
1.0,238,1279098802,400,400
5414.0,238,1279098802,17,0
1.0,240,1279098976,400,400
5294.0,240,1279098976,28,0
1.0,242,1279099176,400,400
5187.0,242,1279099176,23,0
1.0,244,1279099339,400,400
5197.0,244,1279099339,24,0
1.0,246,1279099528,400,400
5055.0,246,1279099528,17,0
1.0,248,1279099694,400,400
6451.0,248,1279099694,98,0
1.0,250,1279099874,400,400
5764.0,250,1279099874,94,0
1.0,252,1279100033,400,400
5458.0,252,1279100033,76,0
1.0,254,1279100184,400,400
5623.0,254,1279100184,61,0
1.0,256,1279100352,400,400
5496.0,256,1279100352,62,0
1.0,258,1279100526,400,400
5432.0,258,1279100526,52,0
1.0,260,1279100693,400,400
5448.0,260,1279100693,50,0
1.0,262,1279100889,400,400
5432.0,262,1279100889,43,0
1.0,264,1279101063,400,400
5396.0,264,1279101063,47,0
1.0,266,1279101224,400,400
5212.0,266,1279101224,42,0
1.0,268,1279101401,400,400
5252.0,268,1279101401,38,0
1.0,270,1279101573,400,400
5278.0,270,1279101573,37,0
1.0,272,1279101749,400,400
5240.0,272,1279101749,43,0
1.0,274,1279101915,400,400
5275.0,274,1279101915,23,0
1.0,276,1279102088,400,400
5070.0,276,1279102088,34,0
1.0,278,1279102250,400,400
4934.0,278,1279102250,31,0
1.0,280,1279102415,400,400
5202.0,280,1279102415,19,0
1.0,282,1279102602,400,400
5177.0,282,1279102602,16,0
1.0,284,1279102778,400,400
5110.0,284,1279102778,18,0
1.0,286,1279102948,400,400
5201.0,286,1279102948,26,0
1.0,288,1279103135,400,400
4179.0,288,1279103135,92,0
1.0,290,1279103286,400,400
6304.0,290,1279103286,90,0
1.0,292,1279103486,400,400
5765.0,292,1279103486,87,0
1.0,294,1279103646,400,400
5447.0,294,1279103646,73,0
1.0,296,1279103807,400,400
5543.0,296,1279103807,65,0
1.0,298,1279103985,400,400
5437.0,298,1279103985,55,0
1.0,300,1279104146,400,400
5321.0,300,1279104146,57,0
1.0,302,1279104302,400,400
5527.0,302,1279104302,45,0
1.0,304,1279104482,400,400
5131.0,304,1279104482,40,0
1.0,306,1279104637,400,400
5309.0,306,1279104637,43,0
1.0,308,1279104805,400,400
5267.0,308,1279104805,44,0
1.0,310,1279104964,400,400
5271.0,310,1279104964,41,0
1.0,312,1279105128,400,400
5134.0,312,1279105128,40,0
1.0,314,1279105307,400,400
5172.0,314,1279105307,28,0
1.0,316,1279105478,400,400
5313.0,316,1279105478,26,0
1.0,318,1279105656,400,400
5386.0,318,1279105656,29,0
1.0,320,1279105837,400,400
5159.0,320,1279105837,36,0
1.0,322,1279106011,400,400
5206.0,322,1279106011,23,0
1.0,324,1279106180,400,400
5101.0,324,1279106180,17,0
1.0,326,1279106354,400,400
5080.0,326,1279106354,20,0
1.0,328,1279106526,400,400
5225.0,328,1279106526,18,0
1.0,330,1279106711,400,400
6168.0,330,1279106711,106,0
1.0,332,1279106880,400,400
5862.0,332,1279106880,84,0
1.0,334,1279107047,400,400
5521.0,334,1279107047,82,0
1.0,336,1279107205,400,400
5410.0,336,1279107205,71,0
1.0,338,1279107364,400,400
5462.0,338,1279107364,70,0
1.0,340,1279107528,400,400
5426.0,340,1279107528,44,0
1.0,342,1279107693,400,400
5352.0,342,1279107693,51,0
1.0,344,1279107858,400,400
5336.0,344,1279107858,50,0
1.0,346,1279108023,400,400
5396.0,346,1279108023,40,0
1.0,348,1279108199,400,400
5048.0,348,1279108199,42,0
1.0,350,1279108365,400,400
5185.0,350,1279108365,30,0
1.0,352,1279108541,400,400
5261.0,352,1279108541,41,0
1.0,354,1279108713,400,400
5209.0,354,1279108713,24,0
1.0,356,1279108887,400,400
5220.0,356,1279108887,21,0
1.0,358,1279109066,400,400
5398.0,358,1279109066,30,0
1.0,360,1279109260,400,400
5140.0,360,1279109260,28,0
1.0,362,1279109431,400,400
5252.0,362,1279109431,23,0
1.0,364,1279109604,400,400
5277.0,364,1279109604,23,0
1.0,366,1279109775,400,400
5051.0,366,1279109775,18,0
1.0,368,1279109961,400,400
4945.0,368,1279109961,24,0
1.0,370,1279110128,400,400
3874.0,370,1279110128,89,0
1.0,372,1279110250,400,400
5785.0,372,1279110250,86,0
1.0,374,1279110429,400,400
5792.0,374,1279110429,85,0
1.0,376,1279110602,400,400
5517.0,376,1279110602,80,0
1.0,378,1279110762,400,400
5496.0,378,1279110762,58,0
1.0,380,1279110928,400,400
5435.0,380,1279110928,57,0
1.0,382,1279111097,400,400
5557.0,382,1279111097,42,0
1.0,384,1279111268,400,400
5340.0,384,1279111268,48,0
1.0,386,1279111459,400,400
5417.0,386,1279111459,42,0
1.0,388,1279111646,400,400
5380.0,388,1279111646,40,0
1.0,390,1279111812,400,400
5258.0,390,1279111812,37,0
1.0,392,1279111980,400,400
5189.0,392,1279111980,42,0
1.0,394,1279112171,400,400
5261.0,394,1279112171,32,0
1.0,396,1279112347,400,400
5355.0,396,1279112347,45,0
1.0,398,1279112521,400,400
5011.0,398,1279112521,30,0
1.0,400,1279112692,400,400
5077.0,400,1279112692,29,0
1.0,402,1279112865,400,400
4979.0,402,1279112865,27,0
1.0,404,1279113033,400,400
5377.0,404,1279113033,27,0
1.0,406,1279113201,400,400
5058.0,406,1279113201,21,0
1.0,408,1279113388,400,400
5007.0,408,1279113388,23,0
1.0,410,1279113592,400,400
5131.0,410,1279113592,25,0
